time,ACC_x,ACC_y,ACC_z,GYRO_x,GYRO_y,GYRO_z,MAG_x,MAG_y,MAG_z,D1,D2,BTN1,BTN2
1776674647.7824154,3,266,13,-1065,-425,31,-276,-375,163,2,0,0,0
1776674647.9094622,7,275,12,-695,71,-460,-268,-379,164,3,0,0,0
1776674648.0360615,5,275,7,-759,-424,-151,-270,-378,163,3,0,0,0
1776674648.1633682,9,266,11,53,646,-370,-266,-379,167,2,0,0,0
1776674648.2893465,1,271,10,-221,-150,-469,-266,-375,170,2,0,0,0
1776674648.415347,2,266,7,-41,-270,-502,-261,-374,175,2,0,0,0
1776674648.5421689,0,258,1,-665,-305,-617,-254,-369,180,2,0,0,0
1776674648.6694837,-4,266,1,-1060,-19,-387,-249,-371,184,2,0,0,0
1776674648.7965646,-5,262,0,-976,644,-169,-250,-374,180,2,0,0,0
1776674648.922563,-12,281,8,-1365,3764,-239,-261,-379,168,2,0,0,0
1776674649.050381,-9,275,10,-1025,4865,-213,-278,-380,157,2,0,0,0
1776674649.1754618,0,258,12,-172,6364,81,-312,-380,134,2,0,0,0
1776674649.3031487,-8,260,10,-1157,8240,-626,-353,-374,103,2,0,0,0
1776674649.4294066,0,266,-1,-2638,6876,-602,-391,-377,54,3,0,0,0
1776674649.555328,0,280,-4,-1966,4022,346,-411,-382,7,3,0,0,0
1776674649.682547,0,267,-4,-1040,1620,411,-423,-383,-20,3,0,0,0
1776674649.8091598,-1,269,-12,-937,311,114,-423,-384,-25,3,0,0,0
1776674649.935932,0,260,-6,-438,1245,-235,-423,-386,-28,2,0,0,0
1776674650.0632687,-9,270,-3,-796,81,-130,-423,-386,-31,2,0,0,0
1776674650.1895874,-10,261,-6,-602,-130,-25,-421,-386,-30,2,0,0,0
1776674650.3165839,-13,266,-4,-454,102,-446,-420,-387,-27,3,0,0,0
1776674650.4436972,-14,277,-4,-301,-750,-448,-415,-390,-27,2,0,0,0
1776674650.5698988,-15,265,-2,-727,-618,-200,-412,-393,-19,2,0,0,0
1776674650.6957202,-17,263,-5,-1020,-546,-235,-408,-394,-14,2,0,0,0
1776674650.8241847,-17,261,-3,-976,152,8,-405,-396,-15,2,0,0,0
1776674650.949534,-18,267,-5,-850,392,-230,-404,-397,-15,2,0,0,0
1776674651.0773056,-17,264,-1,-843,347,-151,-404,-398,-17,2,0,0,0
1776674651.2039797,-19,267,-2,-848,262,-201,-404,-400,-20,2,0,0,0
1776674651.3309405,-16,266,-2,-698,219,-59,-404,-400,-20,2,0,0,0
1776674651.4576552,-18,261,-1,-860,-99,19,-405,-401,-20,2,0,0,0
1776674651.5840914,-19,265,0,-1043,-422,-202,-405,-400,-20,2,0,0,0
1776674651.7100945,-18,264,0,-1022,-663,84,-403,-400,-18,2,0,0,0
1776674651.837258,-16,261,-1,-822,-160,85,-402,-399,-15,2,0,0,0
1776674651.964784,-16,264,-2,-934,-211,43,-402,-400,-15,3,0,0,0
1776674652.090212,-18,262,-2,-1061,-470,72,-402,-400,-13,3,0,0,0
1776674652.2178924,-16,263,1,-1106,57,-442,-402,-399,-14,3,0,0,0
1776674652.3450692,-14,273,5,-921,560,-1011,-401,-403,-19,3,0,0,0
1776674652.4713285,-16,266,5,-748,-1203,-639,-395,-408,-21,2,0,0,0
1776674652.5982308,-27,275,4,-12,-1156,-593,-383,-414,-9,5,0,0,0
1776674652.724208,-32,267,1,-495,-1589,-529,-373,-416,5,4,0,0,0
1776674652.851669,-28,264,1,46,-1831,-710,-363,-419,21,7,0,0,0
1776674652.978771,-27,258,-1,-455,-1981,-401,-357,-420,26,13,0,0,0
1776674653.1348867,-35,257,3,240,-830,-311,-345,-421,41,0,0,0,0
1776674653.2826204,-43,259,0,-866,-937,-549,-331,-422,56,0,0,0,0
1776674653.437734,-40,261,2,-641,38,-247,-326,-424,58,0,0,0,0
1776674653.5861068,-41,261,3,-941,-530,-341,-320,-426,61,0,0,0,0
1776674653.7404807,-47,263,0,-891,-525,-212,-315,-429,62,0,0,0,0
1776674653.887431,-41,257,-2,-755,287,106,-313,-431,63,0,0,0,0
1776674654.0159273,-49,261,-2,-544,589,196,-313,-430,61,11,0,0,0
1776674654.142059,-42,257,0,-215,634,145,-318,-427,61,6,0,0,0
1776674654.2858977,-42,263,-3,-357,662,54,-319,-425,62,200,0,0,0
1776674654.413283,-32,253,4,599,-2193,-378,-313,-419,79,8,0,0,0
1776674654.5384657,-62,258,-17,-311,-4792,-996,-302,-418,90,4,0,0,0
1776674654.665923,-67,256,-15,1420,-3399,-1286,-269,-421,117,6,0,0,0
1776674654.8229716,-66,257,-30,-2265,-1755,609,-238,-414,144,0,0,0,0
1776674654.9694335,-64,258,-17,-2667,4843,2626,-241,-424,130,0,0,0,0
1776674655.125996,-47,285,-10,-1234,2188,1832,-309,-407,102,0,0,0,0
1776674655.2739358,-21,275,3,-550,2176,2712,-338,-395,92,0,0,0,0
1776674655.4298716,-15,258,-1,-3613,5100,2850,-383,-375,68,0,0,0,0
1776674655.5772007,3,273,2,-1940,5938,1044,-420,-366,28,0,0,0,0
1776674655.7040935,19,258,0,484,2753,342,-455,-354,-24,12,0,0,0
1776674655.8319182,26,261,-2,-4,1167,-52,-457,-356,-29,6,0,0,0
1776674655.958307,6,273,-3,1102,1064,-646,-457,-358,-39,3,0,0,0
1776674656.084914,10,267,-13,-480,495,-262,-454,-362,-39,5,0,0,0
1776674656.2403667,12,263,-11,-1410,-255,-452,-454,-364,-46,0,0,0,0
1776674656.3884466,2,270,-4,-2496,-62,-159,-451,-368,-49,0,0,0,0
1776674656.5310433,4,265,4,-3693,-22,-310,-449,-374,-64,200,0,0,0
1776674656.673141,1,259,20,-3829,-274,-297,-447,-379,-86,200,0,0,0
1776674656.8202085,-2,256,43,-5930,-676,123,-447,-383,-111,200,0,0,0
1776674656.9774323,4,248,71,-5678,56,79,-448,-382,-145,0,0,0,0
1776674657.1239667,3,234,88,-6923,-542,449,-450,-376,-182,0,0,0,0
1776674657.266031,3,226,131,-7028,-721,22,-455,-361,-218,200,0,0,0
1776674657.394418,7,237,176,-1003,328,-408,-460,-344,-246,9,0,0,0
1776674657.5205958,3,247,158,7442,1630,-1181,-455,-351,-249,13,0,0,0
1776674657.64815,-11,254,100,8617,1455,-813,-439,-384,-198,3,0,0,0
1776674657.7748759,-24,255,48,8437,1615,-137,-426,-404,-130,6,0,0,0
1776674657.9027522,-8,254,-14,9757,-28,854,-423,-396,-57,6,0,0,0
1776674658.059221,0,241,-62,6116,-127,462,-429,-366,16,0,0,0,0
1776674658.2053638,-7,244,-99,3296,-1011,130,-428,-337,64,0,0,0,0
1776674658.362068,-8,247,-116,-1933,288,89,-424,-320,90,0,0,0,0
1776674658.5084574,2,250,-90,-6625,811,1914,-440,-340,36,0,0,0,0
1776674658.6651595,1,269,-13,-7777,1355,1825,-459,-352,-34,0,0,0,0
1776674658.812114,17,259,25,-11898,-126,4001,-489,-333,-94,0,0,0,0
1776674658.9470992,48,255,101,-12256,692,16,-513,-299,-166,153,0,0,0
1776674659.082421,39,258,153,-1573,49,-793,-514,-283,-228,133,0,0,0
1776674659.2383757,39,251,133,10384,-928,-2694,-508,-293,-228,0,0,0,0
1776674659.3867154,3,259,49,11381,-634,-3855,-470,-360,-96,0,0,0,0
1776674659.5420291,-2,263,-25,9497,-513,-1794,-441,-367,-10,0,0,0,0
1776674659.6890385,-12,235,-87,5388,-1134,-361,-425,-344,61,0,0,0,0
1776674659.8457136,-8,245,-114,-2189,-381,913,-421,-318,101,0,0,0,0
1776674660.0027251,0,241,-79,-16032,2214,1838,-438,-348,31,0,0,0,0
1776674660.1492825,-1,264,5,-13003,-349,700,-459,-363,-66,0,0,0,0
1776674660.305074,33,241,102,-8741,-325,476,-470,-357,-140,0,0,0,0
1776674660.4530718,23,259,135,-649,634,179,-476,-347,-181,0,0,0,0
1776674660.607828,10,270,90,13246,816,-2968,-474,-349,-175,0,0,0,0
1776674660.7557602,0,250,-2,8998,1881,-2773,-430,-392,-64,0,0,0,0
1776674660.911827,-5,258,-41,3334,-1250,-4858,-407,-402,-21,0,0,0,0
1776674661.0587342,-70,239,-31,-1611,-2327,-8379,-347,-436,10,0,0,0,0
1776674661.2159863,-112,227,-33,-675,-1141,-2823,-256,-487,12,0,0,0,0
1776674661.3642166,-110,237,-36,-3156,170,6917,-252,-493,1,0,0,0,0
1776674661.5189476,-42,245,-19,-2041,-137,13459,-358,-438,-19,0,0,0,0
1776674661.6675012,45,265,-1,-3741,645,10768,-479,-327,-30,0,0,0,0
1776674661.8239727,102,298,17,-878,317,-2888,-547,-229,-43,0,0,0,0
1776674661.9705207,43,260,1,782,151,-10961,-489,-322,-44,0,0,0,0
1776674662.1261754,-41,265,6,462,-1258,-10544,-397,-414,-30,0,0,0,0
1776674662.2722895,-89,240,-18,-993,-462,-6654,-287,-488,-28,0,0,0,0
1776674662.4299932,-112,241,-10,-1039,-4023,4336,-231,-511,-23,0,0,0,0
1776674662.5766444,-54,246,41,-12897,-5994,8783,-309,-480,-47,0,0,0,0
1776674662.7337596,-10,235,109,-11629,-5694,3125,-375,-445,-113,0,0,0,0
1776674662.8807771,13,254,180,-1838,-4145,-1798,-394,-430,-159,0,0,0,0
1776674663.0375094,5,219,133,16335,-1998,-5985,-374,-446,-114,0,0,0,0
1776674663.184298,-55,263,26,10557,1625,-6418,-273,-449,82,0,0,0,0
1776674663.341323,-75,251,-40,1793,695,240,-235,-424,142,0,0,0,0
1776674663.4876208,-54,239,-43,966,-1896,4395,-262,-398,159,0,0,0,0
1776674663.6454754,14,250,4,1314,4374,9920,-295,-347,185,0,0,0,0
1776674663.7918468,31,291,-80,-2646,6299,659,-435,-272,132,0,0,0,0
1776674663.9483328,38,263,-47,-362,-1624,65,-439,-280,117,0,0,0,0
1776674664.095731,39,268,-33,-765,-82,440,-434,-276,128,0,0,0,0
1776674664.2505324,43,262,-42,-526,508,453,-436,-272,129,0,0,0,1
1776674664.39854,43,278,-43,-606,-244,264,-441,-264,130,0,0,0,1
1776674664.5549414,36,257,-49,-260,33,687,-442,-255,136,0,0,0,1
1776674664.7013762,43,263,-48,-1028,161,101,-446,-249,137,0,0,0,1
1776674664.8574023,43,268,-50,-869,-266,-199,-447,-247,135,0,0,0,1
1776674665.0045109,42,261,-42,-763,-892,545,-442,-248,140,0,0,0,1
1776674665.1605532,42,259,-45,-1314,-355,580,-436,-246,146,0,0,0,1
1776674665.3080611,47,267,-42,-1230,374,184,-442,-241,144,0,0,0,0
1776674665.4639385,45,261,-43,-540,23,-181,-443,-242,142,0,0,0,0
1776674665.609935,45,261,-41,-1581,-639,-306,-441,-245,143,0,0,0,0
1776674665.7661889,61,269,-35,-957,228,1046,-442,-245,147,0,0,0,0
1776674665.913422,54,263,-38,-1127,-923,147,-443,-241,145,0,0,0,0
1776674666.0696542,48,262,-39,-949,991,611,-443,-242,145,0,0,0,0
1776674666.2159767,58,265,-34,-702,-5,356,-451,-234,139,0,0,0,1
1776674666.3723397,58,261,-28,-1310,373,64,-453,-235,140,0,0,0,1
1776674666.5198228,58,272,-40,-1039,250,-425,-454,-238,132,0,0,0,0
1776674666.6759105,55,263,-35,-1740,-1370,-768,-448,-251,132,0,0,0,1
1776674666.822391,48,249,-22,-2552,-1038,-886,-433,-270,133,0,0,0,0
1776674666.9794195,45,248,1,-2225,2432,956,-425,-283,130,0,0,0,0
1776674667.1271698,39,242,-14,-2016,5425,231,-462,-284,78,0,0,0,0
1776674667.2823992,34,252,26,-2,4464,-1582,-476,-289,47,0,0,0,0
1776674667.4295993,56,342,44,-476,4093,-2548,-491,-290,12,0,0,0,0
1776674667.5849285,3,319,-14,-3020,4884,-6385,-495,-300,-20,0,0,0,0
1776674667.7331827,-34,246,10,977,3180,-6944,-446,-375,-88,0,0,0,1
1776674667.888614,-98,251,16,2807,-1931,-8564,-368,-442,-71,0,0,0,0
1776674668.0356498,-103,270,-15,-2686,354,-4805,-276,-477,27,0,0,0,1
1776674668.1916485,-102,235,-15,1781,-2790,105,-226,-504,27,0,0,0,1
1776674668.3391907,-109,249,-7,-2659,3616,3894,-252,-482,46,0,0,0,0
1776674668.4970593,-103,261,-20,-1402,31,1759,-304,-462,23,0,0,0,1
1776674668.643868,-70,225,-7,357,1757,-1101,-315,-455,18,0,0,0,0
1776674668.7995074,-102,277,-16,2344,-2487,-3766,-301,-461,21,0,0,0,0
1776674668.9463077,-103,241,-25,4096,-2494,466,-247,-453,81,0,0,0,0
1776674669.077839,-98,225,-36,660,-2735,1716,-238,-428,119,74,0,0,1
1776674669.233521,-93,214,-27,-427,-5195,544,-218,-420,140,0,0,0,1
1776674669.3810713,-110,241,-27,-7,-5710,366,-173,-416,163,0,0,0,0
1776674669.5371466,-104,226,-5,627,-512,774,-146,-407,182,0,0,0,1
1776674669.6835983,-95,236,-30,-432,-3006,-16,-132,-396,198,0,0,0,0
1776674669.8403015,-102,231,-18,2140,-118,-60,-109,-376,220,0,0,0,0
1776674669.9877613,-111,244,-38,-2028,-273,-988,-90,-367,231,0,0,0,0
1776674670.1459475,-107,233,-21,-287,1866,199,-97,-374,224,0,0,0,0
1776674670.2915967,-102,235,-28,-1720,260,-213,-111,-372,222,0,0,1,0
1776674670.448043,-88,222,0,-764,1367,-378,-114,-398,199,0,0,0,0
1776674670.5957623,-112,250,-27,-1058,-341,-1302,-121,-399,197,0,0,0,1
1776674670.7513402,-112,233,-25,-164,4659,-716,-122,-411,185,0,0,0,0
1776674670.8994007,-100,220,-31,-1941,2432,1006,-153,-401,186,0,0,0,1
1776674671.054781,-92,216,-27,-2772,2906,-920,-182,-417,157,0,0,0,1
1776674671.2020981,-110,239,-34,-2223,95,-628,-188,-428,142,0,0,0,0
1776674671.3592317,-115,245,-25,-2458,122,-338,-186,-436,133,0,0,0,1
1776674671.506333,-108,226,-23,-1354,287,1308,-189,-439,128,0,0,0,0
1776674671.6628451,-113,242,-26,-237,350,74,-200,-435,127,0,0,0,0
1776674671.8100927,-104,231,-22,-355,260,60,-203,-428,133,0,0,0,0
1776674671.966455,-109,235,-25,-538,65,-428,-202,-427,135,0,0,0,0
1776674672.1121595,-107,234,-26,-941,-257,120,-197,-424,139,0,0,0,0
1776674672.2692354,-115,237,-27,-1027,-179,245,-197,-426,137,0,0,0,0
1776674672.4161377,-102,229,-20,-935,-174,-136,-201,-425,136,0,0,0,1
1776674672.5724375,-103,234,-22,-255,-357,-142,-195,-427,136,0,0,0,0
1776674672.7198455,-111,233,-25,-441,-345,487,-194,-423,142,0,0,0,0
1776674672.8780472,-109,237,-24,-770,493,172,-194,-421,143,0,0,0,1
1776674673.0239975,-108,241,-25,-854,-26,-458,-200,-418,143,0,0,0,0
1776674673.1802304,-105,232,-22,-1354,26,-120,-195,-422,142,0,0,0,1
1776674673.3271015,-111,239,-26,-687,-299,-689,-194,-424,139,0,0,0,0
1776674673.485166,-107,236,-24,-739,370,-158,-191,-425,142,0,0,0,0
1776674673.6320252,-107,231,-24,-875,178,185,-191,-422,143,0,0,0,0
1776674673.7869864,-109,233,-26,-843,-302,200,-194,-421,143,0,0,0,0
1776674673.9348073,-108,233,-24,-534,149,-3,-193,-421,142,0,0,0,1
